waktu,komentar,cleaning,case_folding,normalisasi,tokenize,stopword_removal,steming_data,Score,Sentiment
3 tahun lalu,tempatnya bagus ada beberapa spot tempat untuk olahraga dan ada tempat untuk skateboard an. Cuma sayangnya disini masih banyak sampah yang berserakan di lapanagan. Jajanannya juga banyak.,tempatnya bagus ada beberapa spot tempat untuk olahraga dan ada tempat untuk skateboard an Cuma sayangnya disini masih banyak sampah yang berserakan di lapanagan Jajanannya juga banyak,tempatnya bagus ada beberapa spot tempat untuk olahraga dan ada tempat untuk skateboard an cuma sayangnya disini masih banyak sampah yang berserakan di lapanagan jajanannya juga banyak,tempatnya bagus ada beberapa spot tempat untuk olahraga dan ada tempat untuk skateboard an cuma sayangnya disini masih banyak sampah yang berserakan di lapanagan jajanannya juga banyak,"['tempatnya', 'bagus', 'ada', 'beberapa', 'spot', 'tempat', 'untuk', 'olahraga', 'dan', 'ada', 'tempat', 'untuk', 'skateboard', 'an', 'cuma', 'sayangnya', 'disini', 'masih', 'banyak', 'sampah', 'yang', 'berserakan', 'di', 'lapanagan', 'jajanannya', 'juga', 'banyak']","['tempatnya', 'bagus', 'spot', 'olahraga', 'skateboard', 'an', 'sayangnya', 'sampah', 'berserakan', 'lapanagan', 'jajanannya']",tempat bagus spot olahraga skateboard an sayang sampah sera lapanagan jajan,-2,Negatif
6 tahun lalu,"Perlu dijaga kebersihannya, perlu partisipasinya dr semua warga. Jgn buang sampah sembarangan, apalagi diumpel2in di tanaman2. Ayo ciptakan alun2 yg bersih dan nyaman",Perlu dijaga kebersihannya perlu partisipasinya dr semua warga Jgn buang sampah sembarangan apalagi diumpelin di tanaman Ayo ciptakan alun yg bersih dan nyaman,perlu dijaga kebersihannya perlu partisipasinya dr semua warga jgn buang sampah sembarangan apalagi diumpelin di tanaman ayo ciptakan alun yg bersih dan nyaman,perlu dijaga kebersihannya perlu partisipasinya dari semua warga jangan buang sampah sembarangan apalagi diumpelin di tanaman ayo ciptakan alun yang bersih dan nyaman,"['perlu', 'dijaga', 'kebersihannya', 'perlu', 'partisipasinya', 'dari', 'semua', 'warga', 'jangan', 'buang', 'sampah', 'sembarangan', 'apalagi', 'diumpelin', 'di', 'tanaman', 'ayo', 'ciptakan', 'alun', 'yang', 'bersih', 'dan', 'nyaman']","['dijaga', 'kebersihannya', 'partisipasinya', 'warga', 'buang', 'sampah', 'sembarangan', 'diumpelin', 'tanaman', 'ayo', 'ciptakan', 'alun', 'bersih', 'nyaman']",jaga bersih partisipasi warga buang sampah sembarang diumpelin tanam ayo cipta alun bersih nyaman,8,Positif
Diedit 7 tahun lalu,"Tempat nya asyik, adem, gak macet, sesuai namanya wonosobo asri. Cocok untuk refresing keluarga karna daerah pegunungan, dan biaya hidup murah. …",Tempat nya asyik adem gak macet sesuai namanya wonosobo asri Cocok untuk refresing keluarga karna daerah pegunungan dan biaya hidup murah ,tempat nya asyik adem gak macet sesuai namanya wonosobo asri cocok untuk refresing keluarga karna daerah pegunungan dan biaya hidup murah ,tempat ya asyik adem tidak macet sesuai namanya wonosobo asri cocok untuk refresing keluarga karena daerah pegunungan dan biaya hidup murah,"['tempat', 'ya', 'asyik', 'adem', 'tidak', 'macet', 'sesuai', 'namanya', 'wonosobo', 'asri', 'cocok', 'untuk', 'refresing', 'keluarga', 'karena', 'daerah', 'pegunungan', 'dan', 'biaya', 'hidup', 'murah']","['ya', 'asyik', 'adem', 'macet', 'sesuai', 'namanya', 'wonosobo', 'asri', 'cocok', 'refresing', 'keluarga', 'daerah', 'pegunungan', 'biaya', 'hidup', 'murah']",ya asyik adem macet sesuai nama wonosobo asri cocok refresing keluarga daerah gunung biaya hidup murah,22,Positif
2 tahun lalu,"Alun Alun Favorit, dengan hawa sejuk dekat dengan kodim apalagi kalau kesana pas sunrise bagus banget, malam penuh bintang",Alun Alun Favorit dengan hawa sejuk dekat dengan kodim apalagi kalau kesana pas sunrise bagus banget malam penuh bintang,alun alun favorit dengan hawa sejuk dekat dengan kodim apalagi kalau kesana pas sunrise bagus banget malam penuh bintang,alun alun favorit dengan hawa sejuk dekat dengan kodim apalagi kalau kesana pas sunrise bagus banget malam penuh bintang,"['alun', 'alun', 'favorit', 'dengan', 'hawa', 'sejuk', 'dekat', 'dengan', 'kodim', 'apalagi', 'kalau', 'kesana', 'pas', 'sunrise', 'bagus', 'banget', 'malam', 'penuh', 'bintang']","['alun', 'alun', 'favorit', 'hawa', 'sejuk', 'kodim', 'kesana', 'pas', 'sunrise', 'bagus', 'banget', 'malam', 'penuh', 'bintang']",alun alun favorit hawa sejuk kodim kesana pas sunrise bagus banget malam penuh bintang,0,Netral
4 bulan lalu,"Good place for you and family to relax, if you're hungry, you can come to the street food along the main road of the city hall.",Good place for you and family to relax if youre hungry you can come to the street food along the main road of the city hall,good place for you and family to relax if youre hungry you can come to the street food along the main road of the city hall,good place for you and family tapi relax if youre hungry you can come tapi the street food along the main road of the city hall,"['good', 'place', 'for', 'you', 'and', 'family', 'tapi', 'relax', 'if', 'youre', 'hungry', 'you', 'can', 'come', 'tapi', 'the', 'street', 'food', 'along', 'the', 'main', 'road', 'of', 'the', 'city', 'hall']","['good', 'place', 'for', 'you', 'and', 'family', 'relax', 'if', 'youre', 'hungry', 'you', 'can', 'come', 'the', 'street', 'food', 'along', 'the', 'main', 'road', 'of', 'the', 'city', 'hall']",good place for you and family relax if youre hungry you can come the street food along the main road of the city hall,8,Positif
6 tahun lalu,Tempatnya bagus dan tertata rapi. Harga tiket cukup mahal dan harga tiket asing sangat mahal (foreigner ticket is so expensive),Tempatnya bagus dan tertata rapi Harga tiket cukup mahal dan harga tiket asing sangat mahal foreigner ticket is so expensive,tempatnya bagus dan tertata rapi harga tiket cukup mahal dan harga tiket asing sangat mahal foreigner ticket is so expensive,tempatnya bagus dan tertata rapi harga tiket cukup mahal dan harga tiket asing sangat mahal foreigner ticket is sok expensive,"['tempatnya', 'bagus', 'dan', 'tertata', 'rapi', 'harga', 'tiket', 'cukup', 'mahal', 'dan', 'harga', 'tiket', 'asing', 'sangat', 'mahal', 'foreigner', 'ticket', 'is', 'sok', 'expensive']","['tempatnya', 'bagus', 'tertata', 'rapi', 'harga', 'tiket', 'mahal', 'harga', 'tiket', 'asing', 'mahal', 'foreigner', 'ticket', 'is', 'sok', 'expensive']",tempat bagus tata rapi harga tiket mahal harga tiket asing mahal foreigner ticket is sok expensive,13,Positif
7 tahun lalu,"Ngga tertandingi,kalo ke wonosobo ngga mampir alun alun ngga asik. Dekat masjid dan dekat taman keluarga  ainun habibi yg cocok buat bersantai dan beristirahat disuasana yg cukup rindang.",Ngga tertandingikalo ke wonosobo ngga mampir alun alun ngga asik Dekat masjid dan dekat taman keluarga  ainun habibi yg cocok buat bersantai dan beristirahat disuasana yg cukup rindang,ngga tertandingikalo ke wonosobo ngga mampir alun alun ngga asik dekat masjid dan dekat taman keluarga  ainun habibi yg cocok buat bersantai dan beristirahat disuasana yg cukup rindang,tidak tertandingikalo ke wonosobo tidak mampir alun alun tidak asik dekat masjid dan dekat taman keluarga ainun habibi yang cocok buat bersantai dan beristirahat disuasana yang cukup rindang,"['tidak', 'tertandingikalo', 'ke', 'wonosobo', 'tidak', 'mampir', 'alun', 'alun', 'tidak', 'asik', 'dekat', 'masjid', 'dan', 'dekat', 'taman', 'keluarga', 'ainun', 'habibi', 'yang', 'cocok', 'buat', 'bersantai', 'dan', 'beristirahat', 'disuasana', 'yang', 'cukup', 'rindang']","['tertandingikalo', 'wonosobo', 'mampir', 'alun', 'alun', 'asik', 'masjid', 'taman', 'keluarga', 'ainun', 'habibi', 'cocok', 'bersantai', 'beristirahat', 'disuasana', 'rindang']",tertandingikalo wonosobo mampir alun alun asik masjid taman keluarga ainun habibi cocok santa istirahat suasana rindang,20,Positif
2 tahun lalu,Baru pertama kali berkunjung kesini dan menyempatkan kuliner SF Bubur Ayam Parahyangan dipagi hari dan juga Allure Pujasera malam hari.,Baru pertama kali berkunjung kesini dan menyempatkan kuliner SF Bubur Ayam Parahyangan dipagi hari dan juga Allure Pujasera malam hari,baru pertama kali berkunjung kesini dan menyempatkan kuliner sf bubur ayam parahyangan dipagi hari dan juga allure pujasera malam hari,baru pertama mungkin berkunjung kesini dan menyempatkan kuliner sf bubur ayam parahyangan dipagi hari dan juga allure pujasera malam hari,"['baru', 'pertama', 'mungkin', 'berkunjung', 'kesini', 'dan', 'menyempatkan', 'kuliner', 'sf', 'bubur', 'ayam', 'parahyangan', 'dipagi', 'hari', 'dan', 'juga', 'allure', 'pujasera', 'malam', 'hari']","['berkunjung', 'kesini', 'menyempatkan', 'kuliner', 'sf', 'bubur', 'ayam', 'parahyangan', 'dipagi', 'allure', 'pujasera', 'malam']",kunjung kesini sempat kuliner sf bubur ayam parahyangan pagi allure pujasera malam,2,Positif
2 tahun lalu,Banyak fasilitas publik yang mendukung alun-alun ini. Pas kesini sedang ada acara jadi rame banget.,Banyak fasilitas publik yang mendukung alunalun ini Pas kesini sedang ada acara jadi rame banget,banyak fasilitas publik yang mendukung alunalun ini pas kesini sedang ada acara jadi rame banget,banyak fasilitas publik yang mendukung alunalun ini pas kesini sedang ada acara jadi ramai banget,"['banyak', 'fasilitas', 'publik', 'yang', 'mendukung', 'alunalun', 'ini', 'pas', 'kesini', 'sedang', 'ada', 'acara', 'jadi', 'ramai', 'banget']","['fasilitas', 'publik', 'mendukung', 'alunalun', 'pas', 'kesini', 'acara', 'ramai', 'banget']",fasilitas publik dukung alunalun pas kesini acara ramai banget,12,Positif
2 tahun lalu,"Ramai di pagi hari dan sore untuk olahraga
Kalau malam banyak jajanan yang dijual belikan","Ramai di pagi hari dan sore untuk olahraga
Kalau malam banyak jajanan yang dijual belikan","ramai di pagi hari dan sore untuk olahraga
kalau malam banyak jajanan yang dijual belikan",ramai di pagi hari dan sore untuk olahraga kalau malam banyak jajanan yang dijual belikan,"['ramai', 'di', 'pagi', 'hari', 'dan', 'sore', 'untuk', 'olahraga', 'kalau', 'malam', 'banyak', 'jajanan', 'yang', 'dijual', 'belikan']","['ramai', 'pagi', 'sore', 'olahraga', 'malam', 'jajanan', 'dijual', 'belikan']",ramai pagi sore olahraga malam jajan jual belikan,2,Positif
4 tahun lalu,"Alun alun yg sangat terawat, nyaman, indah, sejuk...pokoknya istimewa",Alun alun yg sangat terawat nyaman indah sejukpokoknya istimewa,alun alun yg sangat terawat nyaman indah sejukpokoknya istimewa,alun alun yang sangat terawat nyaman indah sejukpokoknya istimewa,"['alun', 'alun', 'yang', 'sangat', 'terawat', 'nyaman', 'indah', 'sejukpokoknya', 'istimewa']","['alun', 'alun', 'terawat', 'nyaman', 'indah', 'sejukpokoknya', 'istimewa']",alun alun awat nyaman indah sejukpokoknya istimewa,12,Positif
2 minggu lalu,I tried to jog here and it was okay. The weather was good.,I tried to jog here and it was okay The weather was good,i tried to jog here and it was okay the weather was good,i tried tapi jog here and itu was okay the weather was good,"['i', 'tried', 'tapi', 'jog', 'here', 'and', 'itu', 'was', 'okay', 'the', 'weather', 'was', 'good']","['i', 'tried', 'jog', 'here', 'and', 'was', 'okay', 'the', 'weather', 'was', 'good']",i tried jog here and was okay the weather was good,9,Positif
sebulan lalu,Puncak Festival Balon Udara,Puncak Festival Balon Udara,puncak festival balon udara,puncak festival balon udara,"['puncak', 'festival', 'balon', 'udara']","['puncak', 'festival', 'balon', 'udara']",puncak festival balon udara,-7,Negatif
5 tahun lalu,"Biasa digunakan untuk aktivitas pemerintahan, olahraga, pentas seni, atau sekedar buat mengisi waktu.. Ramai ketika pagi, untuk olahraga",Biasa digunakan untuk aktivitas pemerintahan olahraga pentas seni atau sekedar buat mengisi waktu Ramai ketika pagi untuk olahraga,biasa digunakan untuk aktivitas pemerintahan olahraga pentas seni atau sekedar buat mengisi waktu ramai ketika pagi untuk olahraga,biasa digunakan untuk aktivitas pemerintahan olahraga pentas seni atau sekedar buat mengisi waktu ramai ketika pagi untuk olahraga,"['biasa', 'digunakan', 'untuk', 'aktivitas', 'pemerintahan', 'olahraga', 'pentas', 'seni', 'atau', 'sekedar', 'buat', 'mengisi', 'waktu', 'ramai', 'ketika', 'pagi', 'untuk', 'olahraga']","['aktivitas', 'pemerintahan', 'olahraga', 'pentas', 'seni', 'sekedar', 'mengisi', 'ramai', 'pagi', 'olahraga']",aktivitas perintah olahraga pentas seni dar isi ramai pagi olahraga,6,Positif
2 bulan lalu,pas malem sepi sih tapi masih ada penjual .,pas malem sepi sih tapi masih ada penjual ,pas malem sepi sih tapi masih ada penjual ,pas malam sepi sih tapi masih ada penjual,"['pas', 'malam', 'sepi', 'sih', 'tapi', 'masih', 'ada', 'penjual']","['pas', 'malam', 'sepi', 'sih', 'penjual']",pas malam sepi sih jual,0,Netral
sebulan lalu,Dekat dengan Masjid Raya.. pedagang makanna kaki lima lengkap..,Dekat dengan Masjid Raya pedagang makanna kaki lima lengkap,dekat dengan masjid raya pedagang makanna kaki lima lengkap,dekat dengan masjid raya pedagang makanna kaki lima lengkap,"['dekat', 'dengan', 'masjid', 'raya', 'pedagang', 'makanna', 'kaki', 'lima', 'lengkap']","['masjid', 'raya', 'pedagang', 'makanna', 'kaki', 'lengkap']",masjid raya dagang makanna kaki lengkap,5,Positif
Diedit setahun lalu,"Tempatnya bersih dengan udara yang lumayan sejuk, pas banget buat refreshing bersama keluarga dan teman, cocok untuk yg mau berolahraga joging dsb.",Tempatnya bersih dengan udara yang lumayan sejuk pas banget buat refreshing bersama keluarga dan teman cocok untuk yg mau berolahraga joging dsb,tempatnya bersih dengan udara yang lumayan sejuk pas banget buat refreshing bersama keluarga dan teman cocok untuk yg mau berolahraga joging dsb,tempatnya bersih dengan udara yang lumayan sejuk pas banget buat refreshing bersama keluarga dan teman cocok untuk yang mau berolahraga joging dsb,"['tempatnya', 'bersih', 'dengan', 'udara', 'yang', 'lumayan', 'sejuk', 'pas', 'banget', 'buat', 'refreshing', 'bersama', 'keluarga', 'dan', 'teman', 'cocok', 'untuk', 'yang', 'mau', 'berolahraga', 'joging', 'dsb']","['tempatnya', 'bersih', 'udara', 'lumayan', 'sejuk', 'pas', 'banget', 'refreshing', 'keluarga', 'teman', 'cocok', 'berolahraga', 'joging', 'dsb']",tempat bersih udara lumayan sejuk pas banget refreshing keluarga teman cocok olahraga joging dsb,8,Positif
7 tahun lalu,"Salah satu alun-alun terluas di jawa tengah Selalu bisa bersenang senang di sini,  tempat rekreasi, olah raga, bermain, berbelanja, kuliner, cari teman,  cari gebetan, istirahat, cari oksigen, cari muka heheheh atau sekedar ngalamun..  Enak banget. Love you Wonosobo",Salah satu alunalun terluas di jawa tengah Selalu bisa bersenang senang di sini  tempat rekreasi olah raga bermain berbelanja kuliner cari teman  cari gebetan istirahat cari oksigen cari muka heheheh atau sekedar ngalamun  Enak banget Love you Wonosobo,salah satu alunalun terluas di jawa tengah selalu bisa bersenang senang di sini  tempat rekreasi olah raga bermain berbelanja kuliner cari teman  cari gebetan istirahat cari oksigen cari muka heheheh atau sekedar ngalamun  enak banget love you wonosobo,salah satu alunalun terluas di jawa tengah selalu bisa bersenang senang di sini tempat rekreasi olah raga bermain berbelanja kuliner cari teman cari gebetan istirahat cari oksigen cari muka heheheh atau sekedar ngalamun enak banget love you wonosobo,"['salah', 'satu', 'alunalun', 'terluas', 'di', 'jawa', 'tengah', 'selalu', 'bisa', 'bersenang', 'senang', 'di', 'sini', 'tempat', 'rekreasi', 'olah', 'raga', 'bermain', 'berbelanja', 'kuliner', 'cari', 'teman', 'cari', 'gebetan', 'istirahat', 'cari', 'oksigen', 'cari', 'muka', 'heheheh', 'atau', 'sekedar', 'ngalamun', 'enak', 'banget', 'love', 'you', 'wonosobo']","['salah', 'alunalun', 'terluas', 'jawa', 'bersenang', 'senang', 'rekreasi', 'olah', 'raga', 'bermain', 'berbelanja', 'kuliner', 'cari', 'teman', 'cari', 'gebetan', 'istirahat', 'cari', 'oksigen', 'cari', 'muka', 'heheheh', 'sekedar', 'ngalamun', 'enak', 'banget', 'love', 'you', 'wonosobo']",salah alunalun luas jawa senang senang rekreasi olah raga main belanja kuliner cari teman cari gebetan istirahat cari oksigen cari muka heheheh dar ngalamun enak banget love you wonosobo,8,Positif
setahun lalu,"Banyak sekali aneka jajanan di sini
Dan juga ada mainan untuk anak2
Serta tanah lapang yang luas","Banyak sekali aneka jajanan di sini
Dan juga ada mainan untuk anak
Serta tanah lapang yang luas","banyak sekali aneka jajanan di sini
dan juga ada mainan untuk anak
serta tanah lapang yang luas",banyak sekali aneka jajanan di sini dan juga ada mainan untuk anak serta tanah lapang yang luas,"['banyak', 'sekali', 'aneka', 'jajanan', 'di', 'sini', 'dan', 'juga', 'ada', 'mainan', 'untuk', 'anak', 'serta', 'tanah', 'lapang', 'yang', 'luas']","['aneka', 'jajanan', 'mainan', 'anak', 'tanah', 'lapang', 'luas']",aneka jajan main anak tanah lapang luas,12,Positif
7 bulan lalu,Kl mlm minggu & hari minggu pagi ramai banget suasananya,Kl mlm minggu  hari minggu pagi ramai banget suasananya,kl mlm minggu  hari minggu pagi ramai banget suasananya,kalau malam minggu hari minggu pagi ramai banget suasananya,"['kalau', 'malam', 'minggu', 'hari', 'minggu', 'pagi', 'ramai', 'banget', 'suasananya']","['malam', 'minggu', 'minggu', 'pagi', 'ramai', 'banget', 'suasananya']",malam minggu minggu pagi ramai banget suasana,6,Positif
11 bulan lalu,"Baru pertama kesini, lumayan bersih dan nyaman. Pilihan kuliner banyak juga",Baru pertama kesini lumayan bersih dan nyaman Pilihan kuliner banyak juga,baru pertama kesini lumayan bersih dan nyaman pilihan kuliner banyak juga,baru pertama kesini lumayan bersih dan nyaman pilihan kuliner banyak juga,"['baru', 'pertama', 'kesini', 'lumayan', 'bersih', 'dan', 'nyaman', 'pilihan', 'kuliner', 'banyak', 'juga']","['kesini', 'lumayan', 'bersih', 'nyaman', 'pilihan', 'kuliner']",kesini lumayan bersih nyaman pilih kuliner,6,Positif
4 tahun lalu,"GREEN!!! One of the best alun alun ever, Huge, clean, green, have many big old trees that makes this place special. Also have many sport facilities.",GREEN One of the best alun alun ever Huge clean green have many big old trees that makes this place special Also have many sport facilities,green one of the best alun alun ever huge clean green have many big old trees that makes this place special also have many sport facilities,green one of the best alun alun ever huge clean green have many big old trees that makes this place special also have many sport facilities,"['green', 'one', 'of', 'the', 'best', 'alun', 'alun', 'ever', 'huge', 'clean', 'green', 'have', 'many', 'big', 'old', 'trees', 'that', 'makes', 'this', 'place', 'special', 'also', 'have', 'many', 'sport', 'facilities']","['green', 'one', 'of', 'the', 'best', 'alun', 'alun', 'ever', 'huge', 'clean', 'green', 'have', 'many', 'big', 'old', 'trees', 'that', 'makes', 'this', 'place', 'special', 'also', 'have', 'many', 'sport', 'facilities']",green one of the best alun alun ever huge clean green have many big old trees that makes this place special also have many sport facilities,4,Positif
6 tahun lalu,"Ayo...ayoo...
Yuk..mari...yuk..
Jalan jalan dialun2 wonosobo …","Ayoayoo
Yukmariyuk
Jalan jalan dialun wonosobo ","ayoayoo
yukmariyuk
jalan jalan dialun wonosobo ",ayoayoo yukmariyuk jalan jalan dialun wonosobo,"['ayoayoo', 'yukmariyuk', 'jalan', 'jalan', 'dialun', 'wonosobo']","['ayoayoo', 'yukmariyuk', 'jalan', 'jalan', 'dialun', 'wonosobo']",ayoayoo yukmariyuk jalan jalan alun wonosobo,0,Netral
setahun lalu,Tempat yang nyaman sejuk dan Cocok dipakai buat jalan santai apalagi buat joging,Tempat yang nyaman sejuk dan Cocok dipakai buat jalan santai apalagi buat joging,tempat yang nyaman sejuk dan cocok dipakai buat jalan santai apalagi buat joging,tempat yang nyaman sejuk dan cocok dipakai buat jalan santai apalagi buat joging,"['tempat', 'yang', 'nyaman', 'sejuk', 'dan', 'cocok', 'dipakai', 'buat', 'jalan', 'santai', 'apalagi', 'buat', 'joging']","['nyaman', 'sejuk', 'cocok', 'dipakai', 'jalan', 'santai', 'joging']",nyaman sejuk cocok pakai jalan santai joging,10,Positif
setahun lalu,Makanannya cukup terjangkau. Rekomendasi makanan ayam katsu dan Nasi goreng,Makanannya cukup terjangkau Rekomendasi makanan ayam katsu dan Nasi goreng,makanannya cukup terjangkau rekomendasi makanan ayam katsu dan nasi goreng,makanannya cukup terjangkau rekomendasi makanan ayam katsu dan nasi goreng,"['makanannya', 'cukup', 'terjangkau', 'rekomendasi', 'makanan', 'ayam', 'katsu', 'dan', 'nasi', 'goreng']","['makanannya', 'terjangkau', 'rekomendasi', 'makanan', 'ayam', 'katsu', 'nasi', 'goreng']",makan jangkau rekomendasi makan ayam katsu nasi goreng,5,Positif
2 bulan lalu,3rd ✨️,rd ,rd ,rd,['rd'],['rd'],rd,0,Netral
6 tahun lalu,"Tempatnya sejuk sangat , rame tempatnya deket sama masjid agung pula.
Tempat yang asik buat nongkrong bareng temen, keluarga dan lain lain
Disini juga banyak orang yang olahraga jadi menambah suasana saat disini","Tempatnya sejuk sangat  rame tempatnya deket sama masjid agung pula
Tempat yang asik buat nongkrong bareng temen keluarga dan lain lain
Disini juga banyak orang yang olahraga jadi menambah suasana saat disini","tempatnya sejuk sangat  rame tempatnya deket sama masjid agung pula
tempat yang asik buat nongkrong bareng temen keluarga dan lain lain
disini juga banyak orang yang olahraga jadi menambah suasana saat disini",tempatnya sejuk sangat ramai tempatnya dekat sama masjid agung pula tempat yang asik buat nongkrong bareng teman keluarga dan lain lain disini juga banyak orang yang olahraga jadi menambah suasana saat disini,"['tempatnya', 'sejuk', 'sangat', 'ramai', 'tempatnya', 'dekat', 'sama', 'masjid', 'agung', 'pula', 'tempat', 'yang', 'asik', 'buat', 'nongkrong', 'bareng', 'teman', 'keluarga', 'dan', 'lain', 'lain', 'disini', 'juga', 'banyak', 'orang', 'yang', 'olahraga', 'jadi', 'menambah', 'suasana', 'saat', 'disini']","['tempatnya', 'sejuk', 'ramai', 'tempatnya', 'masjid', 'agung', 'asik', 'nongkrong', 'bareng', 'teman', 'keluarga', 'orang', 'olahraga', 'menambah', 'suasana']",tempat sejuk ramai tempat masjid agung asik nongkrong bareng teman keluarga orang olahraga tambah suasana,18,Positif
setahun lalu,"sejuk buat santai, banyak jajan, duren murah",sejuk buat santai banyak jajan duren murah,sejuk buat santai banyak jajan duren murah,sejuk buat santai banyak jajan duren murah,"['sejuk', 'buat', 'santai', 'banyak', 'jajan', 'duren', 'murah']","['sejuk', 'santai', 'jajan', 'duren', 'murah']",sejuk santai jajan duren murah,5,Positif
2 tahun lalu,Keren....... Jadi sarana olah raga bagi warga lokal maupun pendatang dan selfi atau melhat matahari di sindoro sumbing,Keren Jadi sarana olah raga bagi warga lokal maupun pendatang dan selfi atau melhat matahari di sindoro sumbing,keren jadi sarana olah raga bagi warga lokal maupun pendatang dan selfi atau melhat matahari di sindoro sumbing,keren jadi sarana olah raga bagi warga lokal maupun pendatang dan selfi atau melhat matahari di sindoro sumbing,"['keren', 'jadi', 'sarana', 'olah', 'raga', 'bagi', 'warga', 'lokal', 'maupun', 'pendatang', 'dan', 'selfi', 'atau', 'melhat', 'matahari', 'di', 'sindoro', 'sumbing']","['keren', 'sarana', 'olah', 'raga', 'warga', 'lokal', 'pendatang', 'selfi', 'melhat', 'matahari', 'sindoro', 'sumbing']",keren sarana olah raga warga lokal datang selfi melhat matahari sindoro sumbing,-3,Negatif
Diedit setahun lalu,Ruang publik terbuka ...sarana untuk olah raga dipagi hari yg sejuk dan nyaman... sambil menikmati udara pagi hari di seputaran alun-alun sambil joging atau bergowes ria ...,Ruang publik terbuka sarana untuk olah raga dipagi hari yg sejuk dan nyaman sambil menikmati udara pagi hari di seputaran alunalun sambil joging atau bergowes ria ,ruang publik terbuka sarana untuk olah raga dipagi hari yg sejuk dan nyaman sambil menikmati udara pagi hari di seputaran alunalun sambil joging atau bergowes ria ,ruang publik terbuka sarana untuk olah raga dipagi hari yang sejuk dan nyaman sambil menikmati udara pagi hari di seputaran alunalun sambil joging atau bergowes ria,"['ruang', 'publik', 'terbuka', 'sarana', 'untuk', 'olah', 'raga', 'dipagi', 'hari', 'yang', 'sejuk', 'dan', 'nyaman', 'sambil', 'menikmati', 'udara', 'pagi', 'hari', 'di', 'seputaran', 'alunalun', 'sambil', 'joging', 'atau', 'bergowes', 'ria']","['ruang', 'publik', 'terbuka', 'sarana', 'olah', 'raga', 'dipagi', 'sejuk', 'nyaman', 'menikmati', 'udara', 'pagi', 'seputaran', 'alunalun', 'joging', 'bergowes', 'ria']",ruang publik buka sarana olah raga pagi sejuk nyaman nikmat udara pagi putar alunalun joging bergowes ria,7,Positif
Diedit 4 tahun lalu,"Tempat nya sejuk, nyaman untuk olahraga dan santai, pemandangan kearah gunung juga bagus.",Tempat nya sejuk nyaman untuk olahraga dan santai pemandangan kearah gunung juga bagus,tempat nya sejuk nyaman untuk olahraga dan santai pemandangan kearah gunung juga bagus,tempat ya sejuk nyaman untuk olahraga dan santai pemandangan kearah gunung juga bagus,"['tempat', 'ya', 'sejuk', 'nyaman', 'untuk', 'olahraga', 'dan', 'santai', 'pemandangan', 'kearah', 'gunung', 'juga', 'bagus']","['ya', 'sejuk', 'nyaman', 'olahraga', 'santai', 'pemandangan', 'kearah', 'gunung', 'bagus']",ya sejuk nyaman olahraga santai pandang arah gunung bagus,10,Positif
4 minggu lalu,"A nice place, friendly environment. There are activities in the afternoon and ofcouse streetfood.",A nice place friendly environment There are activities in the afternoon and ofcouse streetfood,a nice place friendly environment there are activities in the afternoon and ofcouse streetfood,a nice place friendly environment there are activities ini the afternoon and ofcouse streetfood,"['a', 'nice', 'place', 'friendly', 'environment', 'there', 'are', 'activities', 'ini', 'the', 'afternoon', 'and', 'ofcouse', 'streetfood']","['a', 'nice', 'place', 'friendly', 'environment', 'there', 'are', 'activities', 'the', 'afternoon', 'and', 'ofcouse', 'streetfood']",a nice place friendly environment there are activities the afternoon and ofcouse streetfood,4,Positif
5 bulan lalu,"pusat kotanya wonosobo. ramai banyak odong2, kereta2an ,mobil aki, trampolin balon buat anak2.. sekelilingnya jg banyak tempat makan",pusat kotanya wonosobo ramai banyak odong keretaan mobil aki trampolin balon buat anak sekelilingnya jg banyak tempat makan,pusat kotanya wonosobo ramai banyak odong keretaan mobil aki trampolin balon buat anak sekelilingnya jg banyak tempat makan,pusat kotanya wonosobo ramai banyak odong keretaan mobil aki trampolin balon buat anak sekelilingnya juga banyak tempat makan,"['pusat', 'kotanya', 'wonosobo', 'ramai', 'banyak', 'odong', 'keretaan', 'mobil', 'aki', 'trampolin', 'balon', 'buat', 'anak', 'sekelilingnya', 'juga', 'banyak', 'tempat', 'makan']","['pusat', 'kotanya', 'wonosobo', 'ramai', 'odong', 'keretaan', 'mobil', 'aki', 'trampolin', 'balon', 'anak', 'sekelilingnya', 'makan']",pusat kota wonosobo ramai odong kereta mobil aki trampolin balon anak keliling makan,3,Positif
3 tahun lalu,"Suasana alun alun Wonosobo dimalam hari, sekalian wisata kuliner, jajanan banyak pilihan.",Suasana alun alun Wonosobo dimalam hari sekalian wisata kuliner jajanan banyak pilihan,suasana alun alun wonosobo dimalam hari sekalian wisata kuliner jajanan banyak pilihan,suasana alun alun wonosobo dimalam hari sekalian wisata kuliner jajanan banyak pilihan,"['suasana', 'alun', 'alun', 'wonosobo', 'dimalam', 'hari', 'sekalian', 'wisata', 'kuliner', 'jajanan', 'banyak', 'pilihan']","['suasana', 'alun', 'alun', 'wonosobo', 'dimalam', 'wisata', 'kuliner', 'jajanan', 'pilihan']",suasana alun alun wonosobo malam wisata kuliner jajan pilih,1,Positif
